70000052,Zoe,54.02,300,102630,BUY
70000053,River,78.35,400,102717,BUY
70000054,Kaylee,55.02,100,102750,BUY
70000055,Kaylee,85.49,200,102848,SELL
70000056,River,60.04,200,102929,BUY
70000057,Simon,50.33,300,102930,BUY
70000058,Simon,69.75,400,102938,SELL
70000059,Shepherd,73.55,300,102951,BUY
70000060,Simon,95.76,100,102953,SELL
70000061,Jayne,89.51,100,103048,SELL
70000062,Jayne,93.64,200,103117,SELL
70000063,Kaylee,94.2,200,103179,SELL
70000064,Inara,52.9,200,103206,BUY
70000065,Jayne,99.67,100,103219,SELL
70000066,Shepherd,82.37,200,103252,SELL
70000067,River,76.79,200,103349,SELL
70000068,Zoe,88.73,200,103441,SELL
70000069,Mal,68.3,300,103538,BUY
70000070,Shepherd,82.14,500,103585,BUY
70000071,Inara,81.92,300,103648,SELL
70000072,River,84.6,300,103733,SELL
70000073,Mal,81.36,500,103780,BUY
70000074,Shepherd,96.43,100,103857,SELL
70000075,Kaylee,87.5,200,103949,SELL
70000076,Inara,73.55,100,103953,BUY
70000077,River,93.97,100,104033,SELL
70000078,River,91.29,100,104100,SELL
70000079,Mal,52.34,7,104198,BUY
70000080,Inara,65.18,400,104256,BUY
70000081,Jayne,62.95,200,104306,BUY
70000082,Wash,83.26,200,104398,BUY
70000083,River,94.53,300,104430,SELL
70000084,Kaylee,55.47,100,104465,BUY
70000085,River,61.05,200,104561,BUY
70000086,Simon,58.93,300,104594,BUY
70000087,Jayne,78.13,200,104658,SELL
70000088,Kaylee,64.96,200,104758,BUY
70000089,Wash,96.32,400,104842,SELL
70000090,Jayne,97.1,100,104890,SELL
70000091,Kaylee,77.12,100,104989,BUY
70000092,Shepherd,57.48,100,105044,BUY
70000093,River,64.06,200,105087,BUY
70000094,Kaylee,96.21,200,105176,SELL
70000095,Mal,53.24,100,105199,BUY
70000096,Wash,77.23,700,105251,BUY
70000097,Wash,89.62,100,105311,SELL
70000098,River,72.77,300,105410,BUY
70000099,Zoe,91.63,300,105426,SELL
70000100,River,90.96,100,105496,SELL
70000101,Zoe,81.36,300,105571,SELL
70000102,Zoe,70.65,100,105653,BUY
70000103,Jayne,71.65,400,105689,SELL
70000104,Shepherd,60.49,200,105742,BUY
70000105,Mal,54.35,200,105831,BUY
70000106,Simon,96.21,100,105913,SELL
70000107,Jayne,61.38,300,106005,BUY
70000108,Kaylee,53.79,100,106036,BUY
70000109,Wash,62.28,100,106136,BUY
70000110,Jayne,91.18,300,106195,SELL
70000111,Simon,61.83,200,106220,BUY
70000112,Kaylee,62.39,200,106244,SELL
70000113,Kaylee,59.71,100,106265,BUY
70000114,Simon,94.42,44,106327,SELL
70000115,River,51.12,200,106380,BUY
70000116,River,60.49,300,106416,BUY
70000117,Inara,72.1,100,106450,BUY
70000118,Simon,58.37,600,106476,BUY
70000119,Mal,93.64,200,106503,SELL
70000120,Shepherd,93.53,200,106569,SELL
70000121,Shepherd,83.93,100,106654,SELL
70000122,Shepherd,93.53,400,106738,SELL
70000123,Inara,68.97,200,106764,BUY
70000124,Jayne,93.86,200,106776,SELL
70000125,Jayne,68.53,300,106860,BUY
70000126,Simon,76.12,400,106944,SELL
70000127,Kaylee,86.94,400,106963,SELL
70000128,Simon,52.34,300,107035,BUY
70000129,River,76.67,200,107073,SELL
70000130,Wash,82.81,300,107128,SELL
70000131,Zoe,98.55,200,107181,SELL
70000132,Inara,56.25,300,107258,BUY
70000133,Simon,80.8,500,107339,SELL
70000134,Inara,64.84,300,107367,BUY
70000135,Simon,85.49,400,107443,SELL
70000136,Simon,69.2,700,107525,BUY
70000137,River,93.53,200,107606,SELL
70000138,River,97.1,200,107636,SELL
70000139,Kaylee,89.51,200,107653,SELL
70000140,Kaylee,59.15,100,107711,BUY
70000141,Jayne,64.51,287,107776,BUY
70000142,Jayne,62.95,600,107841,BUY
70000143,Shepherd,79.69,300,107910,SELL
70000144,Kaylee,83.59,100,107932,SELL
70000145,River,93.53,300,107972,SELL
70000146,Mal,97.43,200,108002,SELL
70000147,Simon,71.21,7,108015,BUY
70000148,Jayne,56.14,200,108050,BUY
70000149,Kaylee,78.13,200,108057,BUY
70000150,Zoe,63.06,300,108131,BUY
70000151,Inara,84.82,200,108218,SELL
70000152,Wash,86.72,300,108281,SELL
70000153,Jayne,68.08,100,108297,BUY
70000154,Wash,89.62,100,108395,SELL
70000155,River,80.25,300,108449,SELL
70000156,Inara,53.35,200,108528,BUY
70000157,Jayne,56.58,300,108563,BUY
70000158,River,79.02,300,108590,SELL
70000159,Shepherd,80.69,600,108594,SELL
70000160,Jayne,67.41,200,108640,BUY
70000161,River,54.69,200,108696,BUY
70000162,Zoe,60.49,300,108721,BUY
70000163,Wash,50.78,200,108783,BUY
70000164,Shepherd,82.81,200,108786,BUY
70000165,Zoe,95.87,219,108825,SELL
70000166,Shepherd,91.74,200,108925,SELL
70000167,Shepherd,61.27,300,109023,BUY
70000168,Shepherd,58.93,200,109081,BUY
70000169,Shepherd,57.14,100,109086,BUY
70000170,Wash,75.33,300,109161,BUY
70000171,River,66.63,100,109198,BUY
70000172,Kaylee,85.16,200,109271,SELL
70000173,River,80.02,200,109369,SELL
70000174,Wash,98.88,400,109411,SELL
70000175,Mal,73.44,200,109452,BUY
70000176,Simon,74.33,200,109480,SELL
70000177,Wash,84.71,212,109500,SELL
70000178,Wash,85.04,200,109524,SELL
70000179,Zoe,97.54,100,109598,SELL
70000180,Zoe,54.69,400,109646,BUY
70000181,Shepherd,68.08,400,109726,BUY
70000182,Wash,97.43,400,109743,SELL
70000183,River,57.92,35,109840,BUY
70000184,Jayne,54.35,400,109849,BUY
70000185,Simon,59.93,100,109861,BUY
70000186,River,81.03,100,109880,BUY
70000187,Zoe,64.4,200,109891,SELL
70000188,Mal,76.56,100,109952,BUY
70000189,Wash,68.42,400,110006,BUY
70000190,Simon,56.7,100,110078,BUY
70000191,Zoe,92.3,200,110082,SELL
70000192,Kaylee,69.64,100,110112,SELL
70000193,Wash,88.62,200,110187,SELL
70000194,Jayne,56.47,200,110249,BUY
70000195,River,59.6,100,110286,BUY
70000196,Jayne,79.46,100,110302,SELL
70000197,Kaylee,84.82,500,110328,SELL
70000198,Mal,51.23,200,110336,BUY
70000199,Mal,58.04,1100,110337,BUY
70000200,Inara,81.14,200,110399,SELL
70000201,Jayne,90.63,400,110489,SELL
70000202,Inara,64.06,200,110566,SELL
70000203,Inara,53.91,200,110586,BUY
70000204,Inara,86.83,200,110640,SELL
70000205,Mal,79.91,200,110698,SELL
70000206,Jayne,93.3,300,110782,SELL
70000207,Wash,90.18,100,110862,SELL
70000208,Kaylee,91.96,200,110895,SELL
70000209,River,55.25,100,110897,BUY
70000210,River,63.5,100,110900,BUY
70000211,Simon,87.28,200,110972,SELL
70000212,Shepherd,53.01,200,111058,BUY
70000213,River,73.66,300,111083,BUY
70000214,Inara,94.2,100,111087,SELL
70000215,Inara,89.84,100,111185,SELL
70000216,River,57.92,100,111281,BUY
70000217,Zoe,58.04,200,111289,BUY
70000218,Kaylee,52.46,200,111319,BUY
70000219,Zoe,94.53,300,111372,SELL
70000220,River,93.97,300,111420,SELL
70000221,Zoe,57.81,100,111481,BUY
70000222,Wash,70.42,400,111581,BUY
70000223,Inara,76.12,300,111659,SELL
70000224,Mal,87.61,500,111669,SELL
70000225,Simon,51.45,100,111757,BUY
70000226,Jayne,91.63,100,111803,SELL
70000227,Kaylee,80.8,100,111821,SELL
70000228,Kaylee,82.59,403,111903,SELL
70000229,Mal,84.38,200,111982,SELL
70000230,Zoe,68.19,200,112020,BUY
70000231,Jayne,59.93,300,112096,BUY
70000232,Simon,64.06,200,112169,BUY
70000233,Inara,61.27,100,112206,BUY
70000234,River,60.94,100,112260,BUY
70000235,Zoe,85.94,300,112307,SELL
70000236,River,66.63,200,112387,BUY
70000237,Zoe,65.29,100,112468,BUY
70000238,Kaylee,56.7,100,112548,BUY
70000239,Inara,51.12,100,112587,BUY
70000240,Inara,76.12,100,112647,BUY
70000241,Simon,86.83,100,112678,SELL
70000242,Simon,96.54,200,112753,SELL
70000243,Inara,81.14,200,112793,SELL
70000244,Inara,74.89,200,112814,BUY
70000245,Inara,99.67,400,112876,SELL
70000246,Shepherd,63.06,300,112900,BUY
70000247,Kaylee,82.7,200,112919,BUY
70000248,Zoe,63.28,200,113019,BUY
70000249,Zoe,72.88,100,113092,BUY
70000250,Inara,62.95,400,113179,BUY
70000251,Inara,85.27,184,113221,SELL
70000252,Wash,52.34,200,113247,BUY
70000253,River,94.31,200,113252,SELL
70000254,Zoe,65.29,500,113260,BUY
70000255,River,81.03,200,113270,BUY
70000256,River,67.3,100,113339,BUY
70000257,Shepherd,61.16,200,113375,BUY
70000258,Simon,50.78,81,113473,BUY
70000259,Zoe,90.18,300,113491,SELL
70000260,Wash,52.34,900,113524,BUY
70000261,Mal,87.17,400,113613,SELL
70000262,Wash,97.66,100,113615,SELL
70000263,Shepherd,63.84,100,113616,BUY
70000264,Shepherd,50.56,300,113689,BUY
70000265,Shepherd,64.84,200,113717,BUY
70000266,Zoe,70.2,300,113799,SELL
70000267,Mal,71.54,200,113887,BUY
70000268,Mal,91.63,200,113891,SELL
70000269,Inara,55.02,200,113906,BUY
70000270,Kaylee,58.48,400,113958,BUY
70000271,Shepherd,96.88,500,113989,SELL
70000272,Shepherd,68.53,400,114015,BUY
70000273,Mal,60.6,300,114031,BUY
70000274,Mal,57.14,200,114131,BUY
70000275,Kaylee,81.47,200,114154,SELL
70000276,Kaylee,99.22,100,114237,SELL
70000277,Shepherd,77.9,100,114298,SELL
70000278,River,78.35,200,114333,BUY
70000279,Zoe,60.71,68,114394,BUY
70000280,Zoe,74.67,200,114400,BUY
70000281,Inara,73.66,600,114415,BUY
70000282,Shepherd,97.32,100,114420,SELL
70000283,Mal,67.97,200,114455,BUY
70000284,River,75.22,200,114516,BUY
70000285,River,93.97,300,114532,SELL
70000286,Inara,72.54,200,114611,BUY
70000287,Jayne,90.74,300,114633,SELL
70000288,Shepherd,79.69,200,114657,SELL
70000289,Simon,86.16,300,114693,SELL
70000290,River,98.77,500,114758,SELL
70000291,Inara,79.8,200,114770,SELL
70000292,Inara,64.06,100,114865,BUY
70000293,Jayne,84.71,200,114919,SELL
70000294,Mal,88.84,200,114933,SELL
70000295,Inara,62.72,200,114989,SELL
70000296,River,95.76,200,115028,SELL
70000297,Shepherd,69.2,200,115086,BUY
70000298,Wash,87.61,300,115140,SELL
70000299,Kaylee,56.58,200,115143,BUY
70000300,Kaylee,57.48,700,115160,BUY
70000301,Kaylee,54.02,400,115235,BUY
70000302,Jayne,91.29,200,115249,SELL
70000303,Simon,95.76,300,115317,SELL
70000304,Kaylee,82.25,200,115412,SELL
70000305,Jayne,65.07,600,115493,BUY
70000306,Shepherd,83.93,100,115517,SELL
70000307,Jayne,87.28,300,115605,SELL
70000308,Shepherd,62.17,300,115677,BUY
70000309,Zoe,95.87,500,115760,SELL
70000310,Kaylee,88.06,400,115785,SELL
70000311,Jayne,74.44,500,115854,BUY
70000312,Simon,54.69,100,115862,BUY
70000313,River,54.46,300,115912,BUY
70000314,Kaylee,65.07,300,115978,BUY
70000315,Simon,83.37,100,116031,SELL
70000316,Mal,60.38,100,116046,BUY
70000317,Kaylee,52.68,400,116087,BUY
70000318,Simon,85.94,200,116141,SELL
70000319,River,86.61,600,116162,SELL
70000320,Jayne,87.83,134,116205,SELL
70000321,Inara,64.84,200,116270,BUY
70000322,Wash,75,200,116321,BUY
70000323,Shepherd,53.46,300,116340,BUY
70000324,Shepherd,51.67,200,116363,BUY
70000325,Inara,66.96,200,116432,BUY
70000326,Mal,89.17,200,116470,SELL
70000327,Inara,50.78,400,116532,BUY
70000328,Wash,88.17,300,116613,SELL
70000329,Simon,60.38,500,116664,BUY
70000330,Inara,62.95,400,116686,BUY
70000331,Jayne,64.84,100,116726,BUY
70000332,Simon,92.52,129,116774,SELL
70000333,Zoe,61.16,200,116811,BUY
70000334,Inara,88.06,100,116853,SELL
70000335,River,94.64,200,116859,SELL
70000336,Jayne,64.73,300,116911,BUY
70000337,Kaylee,90.18,200,116976,SELL
70000338,Simon,59.6,100,117037,BUY
70000339,Wash,94.87,400,117099,SELL
70000340,Simon,53.01,100,117155,BUY
70000341,Mal,68.97,61,117184,SELL
70000342,Shepherd,59.38,100,117201,BUY
70000343,Jayne,66.18,105,117267,BUY
70000344,River,69.08,300,117277,SELL
70000345,Shepherd,98.66,200,117347,SELL
70000346,Shepherd,79.91,200,117419,SELL
70000347,Wash,52.79,100,117422,BUY
70000348,Zoe,85.49,245,117457,SELL
70000349,Kaylee,75.11,800,117488,SELL
70000350,Wash,85.71,434,117502,SELL
70000351,Inara,91.74,300,117563,SELL
70000352,Mal,71.65,200,117588,BUY
70000353,Zoe,70.87,100,117669,BUY
70000354,Kaylee,69.31,200,117768,BUY
70000355,Wash,84.71,500,117866,SELL
70000356,Kaylee,57.81,200,117958,BUY
70000357,Zoe,94.98,200,117995,SELL
70000358,Simon,61.94,700,118048,BUY
70000359,Shepherd,91.52,160,118054,SELL
70000360,Mal,61.83,400,118105,BUY
70000361,Inara,72.99,350,118110,SELL
70000362,Jayne,71.09,100,118207,BUY
70000363,Mal,65.96,300,118265,BUY
70000364,Shepherd,90.85,300,118346,SELL
70000365,Inara,64.06,200,118385,BUY
70000366,Shepherd,97.43,100,118419,SELL
70000367,Kaylee,75.78,31,118438,BUY
70000368,Jayne,82.25,114,118453,SELL
70000369,River,81.36,200,118502,SELL
70000370,Wash,98.55,23,118567,SELL
70000371,River,86.83,100,118612,SELL
70000372,Mal,54.02,200,118707,BUY
70000373,Mal,82.7,199,118786,SELL
70000374,Jayne,92.63,200,118855,SELL
70000375,Zoe,59.6,1000,118921,BUY
70000376,Zoe,64.4,100,118940,BUY
70000377,Zoe,56.25,100,119003,BUY
70000378,Simon,95.98,300,119037,SELL
70000379,Simon,84.93,200,119100,BUY
70000380,Kaylee,52.57,49,119102,BUY
70000381,Inara,91.41,300,119155,SELL
70000382,River,95.98,200,119243,SELL
70000383,Shepherd,56.7,200,119246,BUY
70000384,Inara,69.08,400,119342,BUY
70000385,Simon,74.11,400,119412,BUY
70000386,Zoe,76.79,300,119448,BUY
70000387,Inara,81.7,100,119455,SELL
70000388,Inara,86.83,300,119555,SELL
70000389,Simon,53.57,200,119637,BUY
70000390,Wash,69.31,100,119722,BUY
70000391,Mal,67.08,400,119803,SELL
70000392,Jayne,66.96,400,119855,BUY
70000393,River,95.09,200,119953,SELL
70000394,Inara,93.19,400,120008,SELL
70000395,Zoe,90.29,200,120080,SELL
70000396,River,72.66,100,120162,BUY
70000397,Shepherd,62.72,200,120186,BUY
70000398,Inara,93.64,200,120206,SELL
70000399,Wash,56.14,300,120251,BUY
70000400,Inara,81.36,100,120299,SELL
70000401,Wash,55.25,100,120345,BUY
70000402,River,53.91,500,120370,BUY
70000403,Inara,66.52,400,120455,BUY
70000404,Shepherd,64.29,200,120511,BUY
70000405,Zoe,98.55,300,120580,SELL
70000406,Jayne,93.19,200,120652,SELL
70000407,Wash,94.2,300,120743,SELL
70000408,Jayne,56.36,200,120746,BUY
70000409,Zoe,74.78,300,120795,SELL
70000410,River,62.95,200,120882,BUY
70000411,Shepherd,61.83,100,120897,BUY
70000412,Zoe,90.85,200,120958,SELL
70000413,Zoe,83.71,600,121051,SELL
70000414,Zoe,88.73,200,121087,SELL
70000415,Wash,93.42,200,121093,SELL
70000416,Jayne,50.67,400,121102,BUY
70000417,Mal,93.53,700,121116,SELL
70000418,Jayne,82.14,27,121170,SELL
70000419,River,67.86,200,121252,BUY
70000420,Kaylee,79.02,200,121335,SELL
70000421,Mal,92.97,200,121384,SELL
70000422,Inara,64.73,700,121464,BUY
70000423,Zoe,82.81,200,121552,SELL
70000424,Inara,93.42,200,121604,SELL
70000425,Shepherd,76,600,121659,SELL
70000426,Wash,77.34,300,121660,SELL
70000427,Inara,58.37,200,121704,BUY
70000428,Shepherd,73.1,200,121717,BUY
70000429,Mal,53.01,100,121760,BUY
70000430,Simon,53.57,100,121784,BUY
70000431,Simon,98.88,200,121791,SELL
70000432,River,85.83,100,121881,SELL
70000433,Inara,88.84,400,121889,SELL
70000434,Shepherd,62.61,200,121956,BUY
70000435,River,98.77,200,121996,SELL
70000436,River,94.75,400,122081,SELL
70000437,River,62.95,200,122162,BUY
70000438,Inara,73.55,200,122227,BUY
70000439,Inara,78.46,100,122308,SELL
70000440,Mal,90.74,100,122373,SELL
70000441,River,92.97,100,122448,SELL
70000442,Kaylee,66.29,200,122498,BUY
70000443,Zoe,78.24,300,122545,SELL
70000444,River,77.12,600,122549,SELL
70000445,Shepherd,86.05,200,122581,SELL
70000446,Wash,89.29,200,122616,SELL
70000447,River,53.35,200,122669,BUY
70000448,Simon,56.14,200,122720,BUY
70000449,Zoe,87.39,100,122752,SELL
70000450,Wash,95.31,300,122828,SELL
70000451,Zoe,80.58,300,122867,SELL
70000452,Mal,95.76,500,122932,SELL
70000453,River,56.47,200,122984,BUY
70000454,Simon,67.52,200,123043,BUY
70000455,Inara,97.54,300,123045,SELL
70000456,Jayne,63.28,100,123060,BUY
70000457,Jayne,87.72,100,123139,SELL
70000458,River,84.6,100,123183,SELL
70000459,Shepherd,59.93,200,123224,BUY
70000460,Kaylee,80.69,100,123291,SELL
70000461,Shepherd,65.74,100,123297,BUY
70000462,Inara,94.2,200,123346,SELL
70000463,Shepherd,98.1,200,123375,SELL
70000464,Wash,56.7,100,123385,BUY
70000465,Shepherd,93.97,200,123435,SELL
70000466,Mal,53.13,200,123465,BUY
70000467,Kaylee,67.52,300,123548,BUY
70000468,Shepherd,50.45,400,123571,BUY
70000469,Mal,53.79,400,123595,BUY
70000470,Inara,84.49,205,123673,SELL
70000471,Simon,85.94,200,123755,SELL
70000472,Jayne,84.82,400,123853,SELL
70000473,Simon,69.75,200,123857,BUY
70000474,Inara,54.35,200,123897,BUY
70000475,Shepherd,81.14,200,123949,SELL
70000476,Zoe,61.5,500,123995,SELL
70000477,Mal,80.36,400,124013,BUY
70000478,Kaylee,62.05,100,124096,BUY
70000479,Wash,65.96,700,124173,BUY
70000480,Inara,95.42,400,124211,BUY
70000481,Shepherd,63.73,300,124309,BUY
70000482,Inara,67.08,200,124388,BUY
70000483,Simon,79.35,200,124469,SELL
70000484,Wash,95.87,300,124513,SELL
70000485,Simon,79.35,200,124539,SELL
70000486,Wash,83.48,300,124560,SELL
70000487,Jayne,70.98,99,124578,BUY
70000488,Jayne,92.52,900,124621,SELL
70000489,Wash,86.16,300,124688,SELL
70000490,Kaylee,51.23,400,124708,BUY
70000491,Shepherd,78.57,100,124738,BUY
70000492,River,59.38,100,124817,BUY
70000493,Inara,60.94,400,124849,BUY
70000494,Kaylee,80.47,100,124893,SELL
70000495,Simon,55.8,100,124936,BUY
70000496,Wash,96.21,300,124959,SELL
70000497,Inara,70.76,200,124968,BUY
70000498,Wash,65.74,200,124989,SELL
70000499,Wash,72.54,300,125063,SELL
70000500,Zoe,50.78,100,125103,BUY
70000501,Jayne,94.75,200,125167,SELL
70000502,Inara,99.44,200,125202,SELL
70000503,Jayne,62.39,400,125266,BUY
70000504,Kaylee,61.05,200,125288,BUY
70000505,Inara,62.05,100,125333,BUY
70000506,Jayne,88.62,300,125405,SELL
70000507,Wash,55.47,200,125453,BUY
70000508,Wash,64.62,100,125538,BUY
70000509,Inara,61.94,200,125565,BUY
70000510,Kaylee,92.52,100,125606,SELL
70000511,Wash,96.32,200,125648,SELL
70000512,Mal,96.09,100,125699,SELL
70000513,Jayne,54.91,300,125740,BUY
70000514,Simon,65.63,400,125822,BUY
70000515,Shepherd,66.52,300,125901,BUY
70000516,River,52.9,100,125951,BUY
70000517,Mal,85.38,100,125960,SELL
70000518,Wash,83.15,300,126059,SELL
70000519,Jayne,66.29,100,126093,SELL
70000520,Inara,76.12,200,126111,BUY
70000521,Simon,64.73,200,126145,BUY
70000522,Kaylee,78.35,152,126173,SELL
70000523,Zoe,71.76,300,126220,SELL
70000524,River,70.98,400,126271,BUY
70000525,Zoe,60.38,200,126302,BUY
70000526,Jayne,93.42,500,126387,SELL
70000527,Inara,56.03,100,126437,BUY
70000528,Wash,75,200,126498,BUY
70000529,Inara,73.55,400,126538,BUY
70000530,Shepherd,70.2,200,126581,BUY
70000531,Zoe,58.26,40,126643,BUY
70000532,Jayne,72.1,100,126647,SELL
70000533,Jayne,52.68,100,126652,BUY
70000534,Wash,78.13,200,126688,SELL
70000535,Inara,90.18,200,126765,BUY
70000536,Simon,50.33,100,126865,BUY
70000537,Zoe,89.06,100,126872,SELL
70000538,Shepherd,66.07,300,126886,BUY
70000539,Shepherd,74.33,100,126935,BUY
70000540,Shepherd,77.12,300,126971,SELL
70000541,Kaylee,96.76,200,127011,BUY
70000542,Kaylee,70.42,100,127052,BUY
70000543,Kaylee,87.72,200,127131,SELL
70000544,Kaylee,54.8,200,127226,BUY
70000545,Zoe,78.79,400,127286,SELL
70000546,Inara,97.88,300,127366,SELL
70000547,Inara,91.63,300,127448,SELL
70000548,Jayne,82.25,200,127534,SELL
70000549,Jayne,96.43,200,127634,SELL
70000550,Jayne,50.89,100,127697,BUY
70000551,Wash,51.56,200,127700,BUY
70000552,Mal,74.22,100,127799,BUY
70000553,Inara,75.33,200,127890,SELL
70000554,Shepherd,76.34,200,127894,SELL
70000555,Kaylee,63.84,900,127962,BUY
70000556,Simon,73.1,300,128011,BUY
70000557,Kaylee,63.17,200,128107,BUY
70000558,Mal,72.21,100,128169,SELL
70000559,Kaylee,51.12,100,128266,BUY
70000560,Shepherd,90.29,200,128344,SELL
70000561,Wash,72.54,200,128408,SELL
70000562,Zoe,66.18,100,128427,BUY
70000563,Mal,76.9,200,128429,SELL
70000564,River,78.24,400,128439,BUY
70000565,Zoe,90.07,400,128486,SELL
70000566,Shepherd,74.89,100,128553,BUY
70000567,Jayne,60.83,100,128627,BUY
70000568,Shepherd,77.9,200,128651,SELL
70000569,Wash,53.57,300,128713,BUY
70000570,Shepherd,69.42,400,128739,BUY
70000571,River,90.85,100,128746,SELL
70000572,River,69.2,200,128781,BUY
70000573,Shepherd,58.15,100,128802,BUY
70000574,Inara,98.55,200,128822,SELL
70000575,Jayne,71.09,200,128912,SELL
70000576,Jayne,57.7,300,128961,BUY
70000577,Wash,78.57,100,129059,SELL
70000578,Jayne,78.24,200,129106,SELL
70000579,Kaylee,62.61,300,129196,BUY
70000580,Inara,67.41,300,129259,SELL
70000581,Zoe,53.68,300,129358,BUY
70000582,Inara,91.18,46,129434,SELL
70000583,Wash,52.23,200,129501,BUY
70000584,Jayne,94.53,300,129595,SELL
70000585,Mal,97.32,200,129649,SELL
70000586,Inara,94.64,200,129732,SELL
70000587,Zoe,62.95,300,129790,BUY
70000588,Simon,99.78,300,129815,SELL
70000589,Zoe,60.49,400,129829,BUY
70000590,Wash,70.54,100,129888,SELL
70000591,Inara,93.64,200,129920,SELL
70000592,Zoe,84.38,100,129928,SELL
70000593,Inara,60.94,300,129985,BUY
70000594,Shepherd,79.02,500,130006,SELL
70000595,Simon,70.98,100,130062,SELL
70000596,Mal,62.39,600,130110,BUY
70000597,Jayne,71.65,98,130131,BUY
70000598,River,89.73,200,130152,SELL
70000599,River,58.59,100,130238,BUY
70000600,Zoe,95.31,100,130301,SELL
70000601,Mal,84.38,300,130354,SELL
70000602,Zoe,85.38,100,130416,SELL
70000603,Inara,53.46,400,130503,BUY
70000604,River,94.64,200,130575,SELL
70000605,Inara,67.41,200,130650,BUY
70000606,Mal,53.57,400,130694,BUY
70000607,Kaylee,98.55,900,130702,SELL
70000608,River,61.83,30,130776,BUY
70000609,Zoe,82.48,100,130852,BUY
70000610,Jayne,76.45,100,130914,BUY
70000611,Inara,86.05,200,130955,SELL
70000612,Inara,74.22,100,131025,BUY
70000613,Shepherd,53.35,150,131057,BUY
70000614,Shepherd,59.93,200,131130,BUY
70000615,Jayne,61.5,600,131161,BUY
70000616,Wash,87.17,200,131228,SELL
70000617,Shepherd,61.27,600,131294,BUY
70000618,Jayne,94.98,300,131381,SELL
70000619,Shepherd,63.84,100,131386,BUY
70000620,River,59.93,100,131442,BUY
70000621,Wash,77.34,200,131531,BUY
70000622,Mal,89.96,600,131568,SELL
70000623,Jayne,57.59,200,131569,BUY
70000624,River,52.34,200,131616,BUY
70000625,Zoe,61.38,100,131711,BUY
70000626,Mal,55.13,500,131764,BUY
70000627,River,97.99,700,131861,SELL
70000628,Jayne,63.84,100,131895,BUY
70000629,Zoe,54.91,200,131969,BUY
70000630,Jayne,65.85,100,132024,BUY
70000631,Simon,95.87,300,132067,SELL
70000632,Jayne,83.37,200,132142,SELL
70000633,Mal,72.1,100,132175,BUY
70000634,Shepherd,85.94,200,132218,SELL
70000635,Mal,76.12,400,132273,SELL
70000636,Shepherd,80.36,700,132299,SELL
70000637,Simon,98.66,400,132308,SELL
70000638,Mal,65.85,200,132403,BUY
70000639,Jayne,91.41,200,132442,SELL
70000640,Jayne,91.52,200,132541,SELL
70000641,River,54.69,100,132611,BUY
70000642,Inara,90.96,100,132645,SELL
70000643,Inara,86.5,200,132691,SELL
70000644,Wash,75.11,300,132731,SELL
70000645,Wash,84.71,300,132792,SELL
70000646,Simon,76.9,100,132851,SELL
70000647,Mal,99.33,300,132903,SELL
70000648,Zoe,58.26,100,132982,BUY
70000649,Wash,66.52,400,133017,BUY
70000650,Jayne,53.46,400,133078,BUY
70000651,Inara,90.63,200,133090,SELL
70000652,Kaylee,56.47,200,133136,BUY
70000653,Wash,87.28,700,133221,SELL
